series,value,exceedance_probability
Adjusted new profile,0.014047,0.832447
Adjusted new profile,0.014293,0.829787
Adjusted new profile,0.014339,0.827128
Adjusted new profile,0.014641,0.824468
Adjusted new profile,0.014874,0.821809
Adjusted new profile,0.015057,0.819149
Adjusted new profile,0.015363,0.816489
Adjusted new profile,0.015416,0.81383
Adjusted new profile,0.015615,0.81117
Adjusted new profile,0.015621,0.808511
Adjusted new profile,0.016071,0.805851
Adjusted new profile,0.016245,0.803191
Adjusted new profile,0.016339,0.800532
Adjusted new profile,0.016908,0.797872
Adjusted new profile,0.017068,0.795213
Adjusted new profile,0.017128,0.792553
Adjusted new profile,0.017642,0.789894
Adjusted new profile,0.017749,0.787234
Adjusted new profile,0.018,0.784574
Adjusted new profile,0.018283,0.781915
Adjusted new profile,0.018348,0.779255
Adjusted new profile,0.018517,0.776596
Adjusted new profile,0.018733,0.773936
Adjusted new profile,0.019555,0.771277
Adjusted new profile,0.019838,0.768617
Adjusted new profile,0.020147,0.765957
Adjusted new profile,0.020746,0.763298
Adjusted new profile,0.020836,0.760638
Adjusted new profile,0.021122,0.757979
Adjusted new profile,0.021181,0.755319
Adjusted new profile,0.0212,0.75266
Adjusted new profile,0.021252,0.75
Adjusted new profile,0.022278,0.74734
Adjusted new profile,0.022388,0.744681
Adjusted new profile,0.022468,0.742021
Adjusted new profile,0.022873,0.739362
Adjusted new profile,0.022931,0.736702
Adjusted new profile,0.023006,0.734043
Adjusted new profile,0.023074,0.731383
Adjusted new profile,0.023435,0.728723
Adjusted new profile,0.023717,0.726064
Adjusted new profile,0.023878,0.723404
Adjusted new profile,0.024485,0.720745
Adjusted new profile,0.024526,0.718085
Adjusted new profile,0.024635,0.715426
Adjusted new profile,0.024664,0.712766
Adjusted new profile,0.024764,0.710106
Adjusted new profile,0.025174,0.707447
Adjusted new profile,0.025425,0.704787
Adjusted new profile,0.025644,0.702128
Adjusted new profile,0.025905,0.699468
Adjusted new profile,0.026349,0.696809
Adjusted new profile,0.026359,0.694149
Adjusted new profile,0.026362,0.691489
Adjusted new profile,0.026401,0.68883
Adjusted new profile,0.026487,0.68617
Adjusted new profile,0.026687,0.683511
Adjusted new profile,0.026984,0.680851
Adjusted new profile,0.027317,0.678191
Adjusted new profile,0.027988,0.675532
Adjusted new profile,0.028018,0.672872
Adjusted new profile,0.028569,0.670213
Adjusted new profile,0.028659,0.667553
Adjusted new profile,0.028978,0.664894
Adjusted new profile,0.029292,0.662234
Adjusted new profile,0.030064,0.659574
Adjusted new profile,0.030212,0.656915
Adjusted new profile,0.030466,0.654255
Adjusted new profile,0.030655,0.651596
Adjusted new profile,0.030967,0.648936
Adjusted new profile,0.031252,0.646277
Adjusted new profile,0.032064,0.643617
Adjusted new profile,0.032166,0.640957
Adjusted new profile,0.032217,0.638298
Adjusted new profile,0.032261,0.635638
Adjusted new profile,0.032317,0.632979
Adjusted new profile,0.032561,0.630319
Adjusted new profile,0.032697,0.62766
Adjusted new profile,0.0331,0.625
Adjusted new profile,0.033106,0.62234
Adjusted new profile,0.033421,0.619681
Adjusted new profile,0.033439,0.617021
Adjusted new profile,0.033658,0.614362
Adjusted new profile,0.033893,0.611702
Adjusted new profile,0.033947,0.609043
Adjusted new profile,0.03417,0.606383
Adjusted new profile,0.034424,0.603723
Adjusted new profile,0.03462,0.601064
Adjusted new profile,0.035075,0.598404
Adjusted new profile,0.035322,0.595745
Adjusted new profile,0.035616,0.593085
Adjusted new profile,0.03617,0.590426
Adjusted new profile,0.03629,0.587766
Adjusted new profile,0.036493,0.585106
Adjusted new profile,0.036907,0.582447
Adjusted new profile,0.036932,0.579787
Adjusted new profile,0.036971,0.577128
Adjusted new profile,0.037023,0.574468
Adjusted new profile,0.037058,0.571809
Adjusted new profile,0.037332,0.569149
Adjusted new profile,0.037359,0.566489
Adjusted new profile,0.037396,0.56383
Adjusted new profile,0.037841,0.56117
Adjusted new profile,0.038094,0.558511
Adjusted new profile,0.038131,0.555851
Adjusted new profile,0.038241,0.553191
Adjusted new profile,0.038289,0.550532
Adjusted new profile,0.038342,0.547872
Adjusted new profile,0.038631,0.545213
Adjusted new profile,0.03885,0.542553
Adjusted new profile,0.039029,0.539894
Adjusted new profile,0.039832,0.537234
Adjusted new profile,0.040608,0.534574
Adjusted new profile,0.040653,0.531915
Adjusted new profile,0.040724,0.529255
Adjusted new profile,0.040789,0.526596
Adjusted new profile,0.040937,0.523936
Adjusted new profile,0.04122,0.521277
Adjusted new profile,0.041352,0.518617
Adjusted new profile,0.041709,0.515957
Adjusted new profile,0.041987,0.513298
Adjusted new profile,0.042041,0.510638
Adjusted new profile,0.04214,0.507979
Adjusted new profile,0.043216,0.505319
Adjusted new profile,0.043562,0.50266
Adjusted new profile,0.043645,0.5
Adjusted new profile,0.043857,0.49734
Adjusted new profile,0.044202,0.494681
Adjusted new profile,0.045506,0.492021
Adjusted new profile,0.045512,0.489362
Adjusted new profile,0.045772,0.486702
Adjusted new profile,0.04582,0.484043
Adjusted new profile,0.045926,0.481383
Adjusted new profile,0.046563,0.478723
Adjusted new profile,0.046982,0.476064
Adjusted new profile,0.047088,0.473404
Adjusted new profile,0.047116,0.470745
Adjusted new profile,0.047594,0.468085
Adjusted new profile,0.047777,0.465426
Adjusted new profile,0.04815,0.462766
Adjusted new profile,0.048962,0.460106
Adjusted new profile,0.049217,0.457447
Adjusted new profile,0.049643,0.454787
Adjusted new profile,0.05024,0.452128
Adjusted new profile,0.05025,0.449468
Adjusted new profile,0.050675,0.446809
Adjusted new profile,0.050806,0.444149
Adjusted new profile,0.051179,0.441489
Adjusted new profile,0.051368,0.43883
Adjusted new profile,0.051426,0.43617
Adjusted new profile,0.0515,0.433511
Adjusted new profile,0.051601,0.430851
Adjusted new profile,0.05275,0.428191
Adjusted new profile,0.053063,0.425532
Adjusted new profile,0.053531,0.422872
Adjusted new profile,0.053793,0.420213
Adjusted new profile,0.053812,0.417553
Adjusted new profile,0.055512,0.414894
Adjusted new profile,0.055977,0.412234
Adjusted new profile,0.056284,0.409574
Adjusted new profile,0.057903,0.406915
Adjusted new profile,0.057942,0.404255
Adjusted new profile,0.05871,0.401596
Adjusted new profile,0.058888,0.398936
Adjusted new profile,0.059308,0.396277
Adjusted new profile,0.059511,0.393617
Adjusted new profile,0.059759,0.390957
Adjusted new profile,0.060297,0.388298
Adjusted new profile,0.060451,0.385638
Adjusted new profile,0.060654,0.382979
Adjusted new profile,0.060861,0.380319
Adjusted new profile,0.061037,0.37766
Adjusted new profile,0.061226,0.375
Adjusted new profile,0.061406,0.37234
Adjusted new profile,0.061531,0.369681
Adjusted new profile,0.061901,0.367021
Adjusted new profile,0.062224,0.364362
Adjusted new profile,0.062285,0.361702
Adjusted new profile,0.062496,0.359043
Adjusted new profile,0.063001,0.356383
Adjusted new profile,0.063361,0.353723
Adjusted new profile,0.063702,0.351064
Adjusted new profile,0.063987,0.348404
Adjusted new profile,0.064281,0.345745
Adjusted new profile,0.065069,0.343085
Adjusted new profile,0.06525,0.340426
Adjusted new profile,0.065555,0.337766
Adjusted new profile,0.065749,0.335106
Adjusted new profile,0.066123,0.332447
Adjusted new profile,0.066779,0.329787
Adjusted new profile,0.067032,0.327128
Adjusted new profile,0.067145,0.324468
Adjusted new profile,0.067225,0.321809
Adjusted new profile,0.068348,0.319149
Adjusted new profile,0.068522,0.316489
Adjusted new profile,0.069234,0.31383
Adjusted new profile,0.069321,0.31117
Adjusted new profile,0.069509,0.308511
Adjusted new profile,0.069689,0.305851
Adjusted new profile,0.070365,0.303191
Adjusted new profile,0.070918,0.300532
Adjusted new profile,0.071704,0.297872
Adjusted new profile,0.071983,0.295213
Adjusted new profile,0.072204,0.292553
Adjusted new profile,0.073384,0.289894
Adjusted new profile,0.073525,0.287234
Adjusted new profile,0.073731,0.284574
Adjusted new profile,0.073989,0.281915
Adjusted new profile,0.075308,0.279255
Adjusted new profile,0.075823,0.276596
Adjusted new profile,0.075845,0.273936
Adjusted new profile,0.078196,0.271277
Adjusted new profile,0.078291,0.268617
Adjusted new profile,0.079479,0.265957
Adjusted new profile,0.0797,0.263298
Adjusted new profile,0.079765,0.260638
Adjusted new profile,0.079871,0.257979
Adjusted new profile,0.081049,0.255319
Adjusted new profile,0.081218,0.25266
Adjusted new profile,0.081888,0.25
Adjusted new profile,0.081896,0.24734
Adjusted new profile,0.082232,0.244681
Adjusted new profile,0.083032,0.242021
Adjusted new profile,0.083072,0.239362
Adjusted new profile,0.08338,0.236702
Adjusted new profile,0.083858,0.234043
Adjusted new profile,0.084985,0.231383
Adjusted new profile,0.085801,0.228723
Adjusted new profile,0.086243,0.226064
Adjusted new profile,0.086245,0.223404
Adjusted new profile,0.086407,0.220745
Adjusted new profile,0.086412,0.218085
Adjusted new profile,0.086973,0.215426
Adjusted new profile,0.087006,0.212766
Adjusted new profile,0.089176,0.210106
Adjusted new profile,0.089355,0.207447
Adjusted new profile,0.089966,0.204787
Adjusted new profile,0.090721,0.202128
Adjusted new profile,0.09077,0.199468
Adjusted new profile,0.091664,0.196809
Adjusted new profile,0.092575,0.194149
Adjusted new profile,0.093053,0.191489
Adjusted new profile,0.09346,0.18883
Adjusted new profile,0.09407,0.18617
Adjusted new profile,0.095896,0.183511
Adjusted new profile,0.095974,0.180851
Adjusted new profile,0.099077,0.178191
Adjusted new profile,0.100687,0.175532
Adjusted new profile,0.100929,0.172872
Adjusted new profile,0.102885,0.170213
Adjusted new profile,0.103178,0.167553
Adjusted new profile,0.103776,0.164894
Adjusted new profile,0.105422,0.162234
Adjusted new profile,0.105556,0.159574
Adjusted new profile,0.106974,0.156915
Adjusted new profile,0.108515,0.154255
Adjusted new profile,0.109248,0.151596
Adjusted new profile,0.110221,0.148936
Adjusted new profile,0.111917,0.146277
Adjusted new profile,0.113267,0.143617
Adjusted new profile,0.11448,0.140957
Adjusted new profile,0.114652,0.138298
Adjusted new profile,0.114899,0.135638
Adjusted new profile,0.115757,0.132979
Adjusted new profile,0.116168,0.130319
Adjusted new profile,0.116246,0.12766
Adjusted new profile,0.117031,0.125
Adjusted new profile,0.117618,0.12234
Adjusted new profile,0.120327,0.119681
Adjusted new profile,0.120787,0.117021
Adjusted new profile,0.12155,0.114362
Adjusted new profile,0.123949,0.111702
Adjusted new profile,0.124996,0.109043
Adjusted new profile,0.12587,0.106383
Adjusted new profile,0.126157,0.103723
Adjusted new profile,0.127704,0.101064
Adjusted new profile,0.129016,0.098404
Adjusted new profile,0.129614,0.095745
Adjusted new profile,0.129772,0.093085
Adjusted new profile,0.130781,0.090426
Adjusted new profile,0.131024,0.087766
Adjusted new profile,0.135256,0.085106
Adjusted new profile,0.141811,0.082447
Adjusted new profile,0.142506,0.079787
Adjusted new profile,0.147631,0.077128
Adjusted new profile,0.148436,0.074468
Adjusted new profile,0.150463,0.071809
Adjusted new profile,0.152867,0.069149
Adjusted new profile,0.154925,0.066489
Adjusted new profile,0.155894,0.06383
Adjusted new profile,0.157197,0.06117
Adjusted new profile,0.160992,0.058511
Adjusted new profile,0.162152,0.055851
Adjusted new profile,0.164067,0.053191
Adjusted new profile,0.167264,0.050532
Adjusted new profile,0.170355,0.047872
Adjusted new profile,0.172775,0.045213
Adjusted new profile,0.173622,0.042553
Adjusted new profile,0.175616,0.039894
Adjusted new profile,0.18581,0.037234
Adjusted new profile,0.189325,0.034574
Adjusted new profile,0.194149,0.031915
Adjusted new profile,0.199563,0.029255
Adjusted new profile,0.209406,0.026596
Adjusted new profile,0.220212,0.023936
Adjusted new profile,0.220921,0.021277
Adjusted new profile,0.227718,0.018617
Adjusted new profile,0.244295,0.015957
Adjusted new profile,0.27317,0.013298
Adjusted new profile,0.274223,0.010638
Adjusted new profile,0.309013,0.007979
Adjusted new profile,0.34293,0.005319
Adjusted new profile,0.398444,0.00266
